序號,hohi_id,旅宿名稱,縣市,鄉鎮市區,業別,地址,電話,官網,Google地圖,Google評分,評論數,合理價格下限,合理價格上限,查詢入住日,查詢退房日,人數,平日雙人房價,房型名稱,來源平台,結果,查核日期
473,16113,牧光。角落民宿,臺東縣,臺東市,民宿,臺東縣臺東市國泰街113號,0938911766-,https://www.facebook.com/moonlit1406/,https://maps.google.com/?cid=17117383896159126649,4,11,300,7200,2026-09-01,2026-09-02,2,,,,,
474,33810,睏齁霸民宿,澎湖縣,馬公市,民宿,澎湖縣馬公市鎖港里1932之5號,0918613706-,https://www.facebook.com/profile.php?id=100094038919007&locale=zh_TW,https://maps.google.com/?cid=17086541150621554876,5,10,300,4680,2026-09-01,2026-09-02,2,,,,,
475,38959,橙木隱園民宿,嘉義市,西區,民宿,嘉義市西區中央第一商場58號,05-2228101,,https://maps.google.com/?cid=17785348959374095226,4.9,10,300,10800,2026-09-01,2026-09-02,2,,,,,
476,36414,石泉拾美民宿,澎湖縣,馬公市,民宿,澎湖縣馬公市石泉里7鄰石泉701號,0977626563-,,https://maps.google.com/?cid=16095457204645198437,5,9,300,2520,2026-09-01,2026-09-02,2,,,,,
477,37918,馨苑輕旅,彰化縣,北斗鎮,民宿,彰化縣北斗鎮中山路二段147巷57號,0966168592-,,https://maps.google.com/?cid=5001509354629334763,4.9,9,300,7812,2026-09-01,2026-09-02,2,,,,,
478,30015,民宿記,臺南市,安平區,民宿,臺南市安平區國勝路125巷18弄13號,0938881081-,https://lin.ee/nWp1yGT,https://maps.google.com/?cid=10064126805795323962,4.4,9,300,16200,2026-09-01,2026-09-02,2,,,,,
479,26125,莒光英雄館民宿,連江縣,莒光鄉,民宿,連江縣莒光鄉大坪村3-3號,0836-88033,,https://maps.google.com/?cid=11589913729975688083,3.7,9,300,6300,2026-09-01,2026-09-02,2,,,,,
480,15398,甜姐兒民宿,臺東縣,臺東市,民宿,臺東縣臺東市文昌路72號,0933893585089-220669,,https://maps.google.com/?cid=17107870966850213889,4.6,8,300,4500,2026-09-01,2026-09-02,2,,,,,
481,417,好事學田民宿,新北市,瑞芳區,民宿,新北市瑞芳區瑞芳街37號,02-24960337,,https://maps.google.com/?cid=17628865905708551608,5,7,300,5940,2026-09-01,2026-09-02,2,,,,,
482,30036,輕旅行,臺南市,中西區,民宿,臺南市中西區忠孝街78巷21號,0932771131-,,https://maps.google.com/?cid=2354245545852360738,4.6,7,300,4500,2026-09-01,2026-09-02,2,,,,,
483,37137,捌之捌民宿,嘉義縣,水上鄉,民宿,嘉義縣水上鄉南和村後寮8之8號,0923680093-,,https://maps.google.com/?cid=13344988769054041729,4.8,6,300,5400,2026-09-01,2026-09-02,2,,,,,
484,33838,沐光小院,宜蘭縣,三星鄉,民宿,宜蘭縣三星鄉上將路三段218號,0935155628-,https://moveon-bnb.tw/,https://maps.google.com/?cid=15613458894411911743,5,6,300,10800,2026-09-01,2026-09-02,2,,,,,
485,38076,宅山里,宜蘭縣,礁溪鄉,民宿,宜蘭縣礁溪鄉林尾路42-15號,0910675866-,,https://maps.google.com/?cid=15085154377652995245,3.6,5,300,72000,2026-09-01,2026-09-02,2,,,,,
486,34981,米隅民宿,澎湖縣,馬公市,民宿,澎湖縣馬公市鎖港里鎖港一路73巷10號,0918181988-,,https://maps.google.com/?cid=4109188499520957860,5,4,300,3420,2026-09-01,2026-09-02,2,,,,,
487,27208,沁澐森林莊園,苗栗縣,三義鄉,民宿,苗栗縣三義鄉雙潭村16鄰崩山下45之1號,037-951236,,https://maps.google.com/?cid=8664772708727770218,5,4,300,15120,2026-09-01,2026-09-02,2,,,,,
488,2173,天方夜譚民宿,花蓮縣,花蓮市,民宿,花蓮縣花蓮市中順街61巷8號,0932308985-,,https://maps.google.com/?cid=1801314006246589707,4,4,300,5040,2026-09-01,2026-09-02,2,,,,,
489,37649,達美樂民宿,金門縣,金沙鎮,民宿,金門縣金沙鎮中蘭26號,0921219777-,,https://maps.google.com/?cid=15974433597794688401,5,3,300,3240,2026-09-01,2026-09-02,2,,,,,
490,2675,八八古藝8館民宿,金門縣,金寧鄉,民宿,金門縣金寧鄉盤山村下堡56號,0910394377082-355340,,https://maps.google.com/?cid=8153812159381394091,4.7,3,300,3600,2026-09-01,2026-09-02,2,,,,,
491,13302,蓮園民宿,連江縣,南竿鄉,民宿,連江縣南竿鄉馬祖村79號,0836-23386,,https://maps.google.com/?cid=5878342299828352284,4.3,3,300,2700,2026-09-01,2026-09-02,2,,,,,
492,1760,Ｍｅｒｌｉｎ２０,宜蘭縣,礁溪鄉,民宿,宜蘭縣礁溪鄉武暖路108-20號,03-9308720,,https://maps.google.com/?cid=3850382060030629714,3.5,2,300,5382,2026-09-01,2026-09-02,2,,,,,
493,36118,森朵文旅,臺中市,西屯區,旅館,臺中市西屯區福科路239號2樓(門牌號),096076296104-24638555,,https://maps.google.com/?cid=7610033993966660665,5,1,300,10800,2026-09-01,2026-09-02,2,,,,,
494,9803,晶園民宿,花蓮縣,吉安鄉,民宿,花蓮縣吉安鄉勝安村慈惠一街56號,03-8521156,,https://maps.google.com/?cid=14001137321371787234,5,1,300,6120,2026-09-01,2026-09-02,2,,,,,
495,38637,安泊民宿,臺東縣,關山鎮,民宿,臺東縣關山鎮豐泉里3鄰平等路70號,0963317307-,https://reurl.cc/npN2R2,https://maps.google.com/?cid=3780658037892809575,5,1,300,3600,2026-09-01,2026-09-02,2,,,,,
496,5473,汸宸潤音拾光,高雄市,新興區,旅館,高雄市新興區五福一路106號6至11樓,07-2226773,,https://maps.google.com/?cid=11140450335849402670,5,1,300,13500,2026-09-01,2026-09-02,2,,,,,
497,8671,新艾米渡假會館,屏東縣,恆春鎮,民宿,屏東縣恆春鎮大埔路16號,08-8898377,https://www.facebook.com/16EmiliaVilla,https://maps.google.com/?cid=5022938304657920531,5,1,300,13500,2026-09-01,2026-09-02,2,,,,,
498,39072,曉園輕旅,金門縣,金湖鎮,民宿,金門縣金湖鎮成功1之6號,0972928949-,,https://maps.google.com/?cid=12650161160143898681,5,1,300,1890,2026-09-01,2026-09-02,2,,,,,
499,37553,津沙小筑,連江縣,南竿鄉,民宿,連江縣南竿鄉津沙村101-1號,0928733135-,,https://maps.google.com/?cid=11853532317239419054,5,1,300,2880,2026-09-01,2026-09-02,2,,,,,
500,39052,台北板橋馥華艾美酒店,新北市,板橋區,旅館,新北市板橋區中山路1段220號地下一層及220號（1至4層、18至31層）,026620578802-66205788,,,,,300,60000,2026-09-01,2026-09-02,2,,,,,
501,4615,旅人驛站日暮微旅,臺東縣,臺東市,旅館,"臺東縣臺東市中山路410,412,414號",089-353300,http://www.traveler-inn.com/,,,,300,4500,2026-09-01,2026-09-02,2,,,,,
502,31066,品閣美食咖啡民宿,宜蘭縣,三星鄉,民宿,宜蘭縣三星鄉大埔7路2號,0982091999-,,,,,300,22500,2026-09-01,2026-09-02,2,,,,,
503,38271,來雲庵民宿,宜蘭縣,冬山鄉,民宿,宜蘭縣冬山鄉永鎮路126之3號,0911836803-,,,,,300,7200,2026-09-01,2026-09-02,2,,,,,
504,987,木村民宿,宜蘭縣,羅東鎮,民宿,宜蘭縣羅東鎮北投街133巷12號,0970091667-,,https://maps.google.com/?cid=16779126320005340942,,,300,4050,2026-09-01,2026-09-02,2,,,,,
505,20302,御爵渡假山莊,南投縣,魚池鄉,民宿,南投縣魚池鄉新城村8鄰通文巷3-16號,049-2898739,,https://maps.google.com/?cid=6792362221440483831,,,300,7920,2026-09-01,2026-09-02,2,,,,,
506,17918,柏竺山莊,苗栗縣,三義鄉,民宿,苗栗縣三義鄉雙潭村13鄰崩山下10號,0923713895-,https://www.facebook.com/?locale=zh_TW,https://maps.google.com/?cid=6602459807953179777,,,300,5400,2026-09-01,2026-09-02,2,,,,,
507,34469,滿滿BNB民宿,南投縣,水里鄉,民宿,南投縣水里鄉北埔村博愛路188號,0982880861-,,,,,300,5400,2026-09-01,2026-09-02,2,,,,,
508,14257,檜之園民宿,花蓮縣,吉安鄉,民宿,花蓮縣吉安鄉勝安村自強路2號,03-8546761,,https://maps.google.com/?cid=12794989108939802629,,,300,5580,2026-09-01,2026-09-02,2,,,,,
509,9928,法托里亞民宿,花蓮縣,花蓮市,民宿,花蓮縣花蓮市國興一街18號,0965312180-,,https://maps.google.com/?cid=13466146940771907010,,,300,3420,2026-09-01,2026-09-02,2,,,,,
510,32042,澳漫民宿,宜蘭縣,冬山鄉,民宿,宜蘭縣冬山鄉補城路690號,0905636111-,,https://maps.google.com/?cid=10758174643340400781,,,300,6120,2026-09-01,2026-09-02,2,,,,,
511,10433,馥格堡酒店,臺中市,西區,旅館,臺中市西區美村路一段22號3樓之1至3樓之111,04-23280707,https://www.airlineinn.com,,,,300,11520,2026-09-01,2026-09-02,2,,,,,
512,10504,故鄉民宿(特色民宿),連江縣,莒光鄉,民宿,連江縣莒光鄉大坪村3鄰40之1號,0836-88080,http://www.matsuhometownbnb.com/,,,,300,5400,2026-09-01,2026-09-02,2,,,,,
